"Citable Reference","Context Description","Title","Description","Start Date","Start Date (num)","End Date","End Date (num)","Covering Dates","Held by","Catalogue level","References","Opening Date","Closure Status","Closure Type","Closure Code","Subjects","Digitised","ID","Score"
"WO 171/2289","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Petrol Depots.","238 Depot","238 Depot.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10074 Oil and gas;
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442397","582.6779"
"WO 171/2117","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Detail Issue Depots.","96 D.I.D.","96 D.I.D.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Apr., June- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442225","582.3647"
"WO 171/2143","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Detail Issue Depots.","138 D.I.D.","138 D.I.D.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442251","581.2829"
"WO 171/2252","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Transport Columns.","46 Coln.","46 Coln.","01/04/1944","19440401","31/12/1944","19441231","1944 Apr.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442360","573.714966"
"WO 171/2232","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Transport Columns.","21 Coln.","21 Coln.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442340","573.4854"
"WO 171/2233","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Transport Columns.","22 Coln.","22 Coln.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4442341","573.4854"
"WO 171/1325","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY.","2 King's Shropshire Light Infantry","2 King's Shropshire Light Infantry.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441434","562.0883"
"WO 171/1318","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY.","1 King's Own Scottish Borderers","1 King's Own Scottish Borderers.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441427","561.2859"
"WO 171/1299","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY.","1 Gordon Highlanders","1 Gordon Highlanders.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441408","555.7214"
"WO 171/1384","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. INFANTRY.","2 Royal Ulster Rifles","2 Royal Ulster Rifles.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441493","554.9779"
"WO 171/895","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMOURED CORPS.","266 Forward Delivery Squadron","266 Forward Delivery Squadron.","01/01/1944","19440101","31/08/1944","19440831","1944 Jan.- Aug.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10002 Air Force;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4441004","531.762146"
"WO 171/863","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMOURED CORPS.","Staffordshire Yeomanry","Staffordshire Yeomanry.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440972","529.6273"
"WO 171/813","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. LINES OF COMMUNICATION. Beach Groups.","101 Gp.","101 Gp.","01/01/1944","19440101","31/05/1944","19440531","1944 Jan.- May","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440922","528.1082"
"WO 171/862","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMOURED CORPS.","East Riding Yeomanry","East Riding Yeomanry.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440971","525.4409"
"WO 171/776","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. LINES OF COMMUNICATION. 11 Sub-Area.","Ordnance","Ordnance.","01/06/1944","19440601","31/12/1944","19441231","1944 June- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440885","519.3328"
"WO 171/814","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. LINES OF COMMUNICATION. Beach Groups.","101 Gp.","101 Gp.","01/06/1944","19440601","31/12/1944","19441231","1944 June- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440923","517.6714"
"WO 171/841","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMOURED CORPS.","22 Dragoons","22 Dragoons.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440950","499.574432"
"WO 171/354","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. CORPS. 30 Corps.","C.R.A.S.C.","C.R.A.S.C.","01/01/1944","19440101","31/12/1944","19441231","1944 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440463","399.490845"
"WO 171/5","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. 21 ARMY GROUP. Headquarters.","Q.(M)","Q.(M).","01/09/1943","19430901","31/12/1943","19431231","1943 Sept.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4440113","195.775528"
"WO 171/8332","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. CAMPS AND HOLDING CENTRES. Prisoner of War Camps.","2232 Camp","2232 Camp.","01/04/1945","19450401","31/12/1945","19451231","1945 Apr.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10050 Internment;
        C10028 Diaries;
        C10092 Army","","C4448438","187.143723"
"WO 171/10990","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. CAMPS. Prisoner of War Camps.","2232 Camp","2232 Camp.","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10050 Internment;
        C10028 Diaries;
        C10092 Army","","C4451096","185.490173"
"WO 171/7009","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Armoured Troops Workshops.","813 Wksp.","813 Wksp.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447115","176.012024"
"WO 171/7162","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Radio Maintenance Detachments.","863 Det.","863 Det.","01/01/1945","19450101","31/07/1945","19450731","1945 Jan.-July","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10088 Radio and television;
        C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447268","174.528244"
"WO 171/7161","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Radio Maintenance Detachments.","862 Det.","862 Det.","01/01/1945","19450101","30/09/1945","19450930","1945 Jan.-Sept.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10088 Radio and television;
        C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447267","174.178"
"WO 171/10514","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Companies.","863 Coy. (German)","863 Coy. (German).","01/01/1946","19460101","31/05/1946","19460531","1946 Jan.- May","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450620","168.362839"
"WO 171/6721","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ARMY SERVICE CORPS. Stationery Depots.","862 Adv. Depot","862 Adv. Depot.","01/04/1945","19450401","30/09/1945","19450930","1945 Apr.- Sept.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4446827","167.15892"
"WO 171/10513","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. PIONEER CORPS. Companies.","862 Coy. (German)","862 Coy. (German).","01/01/1946","19460101","30/06/1946","19460630","1946 Jan.- June","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4450619","166.745361"
"WO 171/8078","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. MILITARY GOVERNMENT. Military Government Detachments.","813 Det. Norden","813 Det. Norden.","01/04/1945","19450401","30/11/1945","19451130","1945 Apr.- Nov.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4448184","166.605942"
"WO 171/7131","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Heavy Recovery.","841 Hy. Rec.","841 Hy. Rec.","01/01/1945","19450101","31/12/1945","19451231","1945 Jan.-Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4447237","165.934433"
"WO 171/2989","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Miscellaneous.","863 R.M.D.","863 R.M.D.","01/11/1944","19441101","30/11/1944","19441130","1944 Nov., Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443097","164.794586"
"WO 171/2978","War Office: Allied Expeditionary Force, North West Europe (British Element): War Diaries, Second World War. ROYAL ELECTRICAL AND MECHANICAL ENGINEERS. Miscellaneous.","862 Radio Maint. Det.","862 Radio Maint. Det.","01/03/1944","19440301","31/12/1944","19441231","1944 Mar.- Dec.","The National Archives, Kew","6","","10/01/1996","Open Document, Open Description","Closed Until","1996","C10088 Radio and television;
        C10131 Europe and Russia;
        C10019 Conflict;
        C10065 Armed Forces (General Administration);
        C10075 Operations, battles and campaigns;
        C10028 Diaries;
        C10092 Army","","C4443086","163.4888"
